"","...1","playerID","Player","votedBy","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","tsn_fireman_of_the_year","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","pitching_triple_crown","rolaids_relief_man_award","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","tsn_pitcher_of_the_year","cy_young_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","tsn_reliever_of_the_year","comeback_player_of_the_year","branch_rickey_award","reliever_of_the_year_award","triple_crown","tsn_guide_mvp","outstanding_dh_award","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","Pos","war","all_stars"
"303",303,"gonzaca01","Carlos Gonzalez","BBWAA",1377,5033,821,1432,302,40,234,785,122,33,448,1240,55,22,7,41,93,"COL","NL",3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.343,856,0.5,0,0,"RF",24.4,3
"304",304,"gonzaju03","Juan Gonzalez","Veterans",1689,6556,1061,1936,388,25,434,1404,26,19,457,1273,74,62,2,78,184,"TEX","AL",3,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.343,1089,0.561,0,0,"RF",38.7,3
"305",305,"gonzalu01","Luis Gonzalez","Veterans",2591,9157,1412,2591,596,68,354,1439,128,87,1155,1218,150,111,10,98,212,"ARI","NL",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.283,0.366,1573,0.479,0,1,"LF",51.6,5
"306",306,"goodmbi01","Billy Goodman","Veterans",1623,5644,807,1691,299,44,19,591,37,30,669,329,NA,29,89,NA,121,"BOS","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.3,0.371,1329,0.378,0,0,"2B",27.2,2
"307",307,"goodmiv01","Ival Goodman","Veterans",1107,3928,609,1104,188,85,95,525,49,NA,382,380,NA,49,81,NA,65,"CIN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.281,0.346,736,0.445,0,0,"RF",25,2
"308",308,"gordoal01","Alex Gordon","BBWAA",1753,6391,867,1643,357,26,190,749,113,45,684,1535,48,121,8,43,110,"KCA","AL",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.338,1070,0.41,0,0,"LF",34.5,3
"309",309,"gordode01","Dee Strange-Gordon","BBWAA",1025,3906,538,1118,125,55,18,236,336,102,168,618,6,32,29,26,46,"LAN","NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.286,0.317,920,0.36,0,0,"2B",12.7,2
"310",310,"gordosi01","Sid Gordon","Veterans",1475,4992,735,1415,220,43,202,805,19,NA,731,356,NA,22,54,NA,174,"NY1","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.283,0.374,950,0.466,0,0,"LF",38.3,2
"311",311,"gracema01","Mark Grace","Veterans",2245,8065,1179,2445,511,45,173,1146,70,48,1075,642,114,34,17,99,192,"CHN","NL",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.383,1716,0.442,0,0,"1B",46.4,3
"312",312,"grandcu01","Curtis Granderson","BBWAA",2057,7236,1217,1800,346,95,344,937,153,50,924,1916,31,67,30,49,64,"DET","AL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.249,0.336,1015,0.465,0,1,"CF",47.2,3
"313",313,"grandya01","Yasmani Grandal","BBWAA",1117,3560,476,843,159,7,177,532,12,7,619,992,10,22,3,33,108,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.237,0.35,500,0.435,0,0,"C",20.3,2
"314",314,"greendi01","Dick Green","Veterans",1288,4007,427,960,145,23,80,422,26,20,345,785,34,32,56,22,99,"OAK","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.24,0.3,712,0.347,0,0,"2B",16.1,0
"315",315,"greenmi01","Mike Greenwell","Veterans",1269,4623,657,1400,275,38,130,726,80,43,460,364,79,39,3,41,136,"BOS","AL",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.368,957,0.463,0,0,"LF",25.8,2
"316",316,"greensh01","Shawn Green","Veterans",1951,7082,1129,2003,445,35,328,1070,162,52,744,1315,80,80,3,53,175,"TOR","NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.283,0.355,1195,0.494,0,0,"RF",34.7,2
"317",317,"grichbo01","Bobby Grich","Veterans",2008,6890,1033,1833,320,47,224,864,104,83,1087,1278,50,86,107,50,157,"CAL","AL",6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.366,1242,0.424,0,0,"2B",71.1,6
"318",318,"griffal01","Alfredo Griffin","Veterans",1962,6780,759,1688,245,78,24,527,192,134,338,664,37,25,136,51,85,"TOR","AL",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.28,1341,0.319,0,0,"SS",3,1
"319",319,"griffke01","Ken Griffey","Veterans",2097,7229,1129,2143,364,77,152,859,200,83,719,898,51,14,31,55,106,"CIN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.357,1550,0.431,0,0,"RF",34.5,3
"320",320,"grissma02","Marquis Grissom","Veterans",2165,8275,1187,2251,386,56,227,967,429,116,553,1240,44,31,38,62,171,"MON","NL",2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.316,1582,0.415,0,0,"CF",29.6,2
"321",321,"groatdi01","Dick Groat","Veterans",1929,7484,829,2138,352,67,39,707,14,27,490,512,NA,31,122,NA,220,"PIT","NL",8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.286,0.327,1680,0.366,0,1,"SS",36.9,8
"322",322,"grohhe01","Heinie Groh","Veterans",1676,6074,918,1774,308,87,26,566,180,NA,696,345,NA,83,182,NA,NA,"CIN","NL",8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.292,0.363,1353,0.384,0,0,"3B",48.4,0
"323",323,"grosswa01","Wayne Gross","Veterans",1106,3125,373,727,126,9,121,396,24,22,482,496,34,20,29,24,45,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.233,0.334,471,0.395,0,0,"3B",15,1
"324",324,"groteje01","Jerry Grote","Veterans",1421,4339,352,1092,160,22,39,404,15,23,399,600,77,26,47,33,131,"NYN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.252,0.313,871,0.326,0,0,"C",15.1,2
"325",325,"grubbjo01","Johnny Grubb","Veterans",1424,4154,553,1153,207,29,99,475,27,33,566,558,41,36,32,35,74,"DET","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.364,818,0.413,0,0,"CF",16.6,1
"326",326,"grubeke01","Kelly Gruber","Veterans",939,3159,431,818,148,24,117,443,80,33,197,504,13,36,15,35,86,"TOR","AL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.305,529,0.432,0,0,"3B",16.4,2
"327",327,"grudzma01","Mark Grudzielanek","Veterans",1802,7052,946,2040,391,36,90,640,133,52,364,954,24,105,40,42,174,"LAN","NL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.33,1523,0.393,0,0,"2B",26.5,1
"328",328,"guerrpe01","Pedro Guerrero","Veterans",1536,5392,730,1618,267,29,215,898,97,47,609,862,115,32,9,73,122,"LAN","NL",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0.3,0.369,1107,0.48,0,0,"1B",34.5,5
"329",329,"guillca01","Carlos Guillen","Veterans",1305,4673,733,1331,266,51,124,660,74,47,510,804,39,22,28,44,119,"DET","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.353,890,0.443,0,0,"SS",27.7,3
"330",330,"guilloz01","Ozzie Guillen","Veterans",1993,6686,773,1764,275,69,28,619,169,108,239,511,25,7,141,60,114,"CHA","AL",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.282,1392,0.338,0,0,"SS",21,3
"331",331,"gustifr01","Frankie Gustine","Veterans",1261,4582,553,1214,222,47,38,480,60,NA,369,427,NA,15,71,NA,125,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.317,907,0.359,0,0,"2B",8.6,3
"332",332,"gutiefr01","Franklin Gutierrez","BBWAA",954,3032,394,778,150,9,97,361,78,19,228,736,12,22,31,22,71,"SEA","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.308,522,0.408,0,0,"CF",18.2,0
"333",333,"guzmacr01","Cristian Guzman","Veterans",1406,5382,727,1459,238,89,62,467,125,68,265,783,18,31,74,33,88,"MIN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.303,1070,0.383,0,0,"SS",12.6,2
"334",334,"haasbe01","Bert Haas","Veterans",721,2440,263,644,93,32,22,263,51,NA,204,188,NA,7,23,NA,48,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.32,497,0.355,0,0,"1B",5.4,1
"335",335,"hackst01","Stan Hack","Veterans",1938,7278,1239,2193,363,81,57,642,165,NA,1092,466,NA,21,115,NA,NA,"CHN","NL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.301,0.389,1692,0.397,0,0,"3B",55.5,5
"336",336,"halleto01","Tom Haller","Veterans",1294,3935,461,1011,153,31,134,504,14,30,477,593,96,35,35,37,60,"SFN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.337,693,0.414,0,0,"C",29.3,3
"337",337,"hammoje01","Jeffrey Hammonds","Veterans",957,3032,475,824,172,17,110,423,67,30,292,596,11,30,18,32,59,"BAL","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.337,525,0.449,0,0,"RF",8.6,1
"338",338,"hamnegr01","Granny Hamner","Veterans",1531,5839,711,1529,272,62,104,708,35,NA,351,432,NA,6,71,NA,173,"PHI","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.301,1091,0.383,0,0,"SS",19.3,3
"339",339,"hansero02","Ron Hansen","Veterans",1384,4311,446,1007,156,17,106,501,9,14,551,643,49,19,39,41,141,"CHA","AL",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.234,0.318,728,0.351,0,0,"SS",24.1,2
"340",340,"hardyjj01","J. J. Hardy","BBWAA",1561,5805,718,1488,291,14,188,688,8,9,411,960,24,15,40,38,156,"BAL","AL",2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.256,0.303,995,0.408,0,0,"SS",28.1,2
"341",341,"hargrmi01","Mike Hargrove","Veterans",1666,5564,783,1614,266,28,80,686,24,37,965,550,75,53,44,67,154,"CLE","AL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.29,0.393,1240,0.391,0,0,"1B",30.4,1
"342",342,"harpebr03","Bryce Harper","BBWAA",1382,4927,913,1379,298,23,285,817,122,43,879,1276,112,39,12,51,106,"WAS","NL",7,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.28,0.389,773,0.523,0,0,"RF",42.5,7
"343",343,"harpeto01","Tommy Harper","Veterans",1810,6269,972,1609,256,36,146,567,408,116,753,1080,30,35,76,31,87,"CIN","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.335,1171,0.379,0,0,"LF",25.8,1
"344",344,"harrato01","Toby Harrah","Veterans",2155,7402,1115,1954,307,40,195,918,238,94,1153,868,51,63,76,72,155,"TEX","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.362,1412,0.395,0,0,"3B",51.5,4
"345",345,"harrebu01","Bud Harrelson","Veterans",1533,4744,539,1120,136,45,7,267,127,60,633,653,31,22,94,23,53,"NYN","NL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.236,0.322,932,0.288,0,0,"SS",20.3,2
"346",346,"harrijo05","Josh Harrison","BBWAA",1168,3894,492,1059,215,32,71,378,91,37,184,642,5,92,29,33,66,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.315,741,0.398,0,0,"2B",17.7,2
"347",347,"hartco01","Corey Hart","BBWAA",1048,3729,549,1009,221,33,162,538,85,40,286,853,16,52,15,32,90,"MIL","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.327,593,0.478,0,0,"RF",14.4,2
"348",348,"hartji01","Jim Ray Hart","Veterans",1125,3783,518,1052,148,29,170,578,17,17,380,573,49,28,8,37,123,"SFN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.345,705,0.467,0,0,"3B",24.9,1
"349",349,"hatchbi01","Billy Hatcher","Veterans",1233,4339,586,1146,210,30,54,399,218,87,267,476,23,55,53,38,76,"HOU","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.309,852,0.364,0,0,"LF",3.9,0
"350",350,"hattogr01","Grady Hatton","Veterans",1312,4206,562,1068,166,33,91,533,42,NA,646,430,NA,13,39,NA,62,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.254,0.352,778,0.374,0,0,"3B",18.6,1
"351",351,"hawpebr01","Brad Hawpe","BBWAA",910,2934,400,806,176,23,124,492,13,16,430,810,47,14,1,22,66,"COL","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.368,483,0.477,0,0,"RF",4.5,1
"352",352,"hayesfr01","Frankie Hayes","Veterans",1364,4493,545,1164,213,32,119,628,30,20,564,627,NA,13,51,NA,NA,"PHA","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.34,800,0.4,0,0,"C",10.6,6
"353",353,"hayesvo01","Von Hayes","Veterans",1495,5249,767,1402,282,36,143,696,253,97,712,804,82,22,19,50,100,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.353,941,0.416,0,0,"RF",29.9,1
"354",354,"headlch01","Chase Headley","BBWAA",1436,5088,637,1337,272,16,130,596,93,29,574,1298,30,61,3,35,113,"SDN","NL",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.342,919,0.399,0,0,"3B",25.9,0
"355",355,"heathje01","Jeff Heath","Veterans",1383,4937,777,1447,279,102,194,887,56,NA,593,670,NA,10,20,NA,NA,"CLE","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.293,0.369,872,0.509,0,0,"LF",37.8,2
"356",356,"heganji01","Jim Hegan","Veterans",1666,4772,550,1087,187,46,92,525,15,24,456,742,NA,4,72,NA,113,"CLE","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.228,0.292,762,0.344,0,0,"C",4.7,5
"357",357,"heganmi01","Mike Hegan","Veterans",965,2080,281,504,73,18,53,229,28,21,311,489,19,7,31,15,29,"ML4","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.242,0.336,360,0.371,0,0,"1B",8.3,1
"358",358,"helmsto01","Tommy Helms","Veterans",1435,4997,414,1342,223,21,34,477,33,40,231,301,60,15,48,42,126,"CIN","NL",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.269,0.298,1064,0.342,0,0,"2B",8.6,2
"359",359,"hemslro01","Rollie Hemsley","Veterans",1593,5047,562,1321,257,72,31,555,29,NA,357,395,NA,4,101,NA,NA,"SLA","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.305,961,0.36,0,0,"C",3.8,5
"360",360,"hendeda01","Dave Henderson","Veterans",1538,5130,710,1324,286,17,197,708,50,38,465,1105,19,22,19,41,83,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.258,0.319,824,0.436,0,0,"CF",27.6,1
"361",361,"hendrge01","George Hendrick","Veterans",2048,7129,941,1980,343,27,267,1111,59,47,567,1013,77,22,21,86,211,"SLN","AL",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.328,1343,0.446,0,0,"RF",29.1,4
"362",362,"hernace02","Cesar Hernandez","BBWAA",1186,4278,590,1144,182,33,71,369,91,40,453,926,17,33,15,17,67,"PHI","NL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.34,858,0.375,0,0,"2B",13.2,0
"363",363,"hernajo01","Jose Hernandez","Veterans",1587,4618,623,1166,193,33,168,603,41,38,384,1391,40,24,39,24,125,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.252,0.309,772,0.418,0,0,"SS",13.3,1
"364",364,"hernake01","Keith Hernandez","Veterans",2088,7370,1124,2182,426,60,162,1071,98,63,1070,1012,130,32,10,71,161,"SLN","NL",5,11,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.384,1534,0.436,0,0,"1B",60.3,5
"365",365,"hernara02","Ramon Hernandez","BBWAA",1526,5105,580,1345,262,8,169,757,9,5,430,734,23,74,40,52,151,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.324,906,0.417,0,0,"C",22,1
"366",366,"herrmed01","Ed Herrmann","Veterans",922,2729,247,654,92,4,80,320,6,8,260,361,55,29,15,24,76,"CHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.24,0.308,478,0.364,0,0,"C",5.9,1
"367",367,"herrto01","Tom Herr","Veterans",1514,5349,676,1450,254,41,28,574,188,64,627,584,47,22,60,53,100,"SLN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.343,1127,0.35,0,0,"2B",23.6,1
"368",368,"herzobu01","Buck Herzog","Veterans",1493,5284,705,1370,191,75,20,445,320,NA,427,331,NA,120,216,NA,NA,"NY1","NL",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.317,1084,0.335,0,0,"2B",27.4,0
"369",369,"heywaja01","Jason Heyward","BBWAA",1579,5527,781,1422,269,39,159,641,118,40,644,1101,24,55,6,25,93,"CHN","NL",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.339,955,0.406,0,0,"RF",38.7,1
"370",370,"hickmji02","Jim Hickman","Veterans",1421,3974,518,1002,163,25,159,560,17,19,491,832,36,16,25,29,99,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.252,0.333,655,0.426,0,0,"RF",13,1
"371",371,"higgipi01","Pinky Higgins","Veterans",1802,6636,930,1941,374,51,140,1075,61,59,800,590,NA,22,96,NA,NA,"DET","AL",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.292,0.366,1376,0.428,0,0,"3B",26,3
"372",372,"hillaa01","Aaron Hill","BBWAA",1559,5646,736,1501,325,22,162,695,74,35,443,847,21,55,19,51,134,"TOR","AL",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0.266,0.322,992,0.417,0,0,"2B",24.4,1
"373",373,"hinespa01","Paul Hines","Veterans",1658,7062,1217,2133,399,93,57,855,NA,NA,372,310,NA,NA,NA,NA,NA,"PRO","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0.302,NA,1584,0.409,0,0,"CF",44.9,0
"374",374,"hinsker01","Eric Hinske","BBWAA",1387,3797,549,947,240,18,137,522,61,21,452,949,29,30,0,31,91,"TOR","AL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.332,552,0.43,0,0,"3B",7.8,0
"375",375,"hintoch01","Chuck Hinton","Veterans",1353,3968,518,1048,152,47,113,443,130,50,416,685,27,7,28,36,91,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.33,736,0.412,0,0,"LF",13.6,1
"376",376,"hislela01","Larry Hisle","Veterans",1197,4205,652,1146,193,32,166,674,128,61,462,941,37,39,32,42,95,"MIN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.345,755,0.452,0,0,"CF",25,2
"377",377,"hoagmy01","Myril Hoag","Veterans",1020,3147,384,854,141,33,28,401,59,49,252,298,NA,12,50,NA,NA,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.323,652,0.364,0,0,"RF",-4.4,1
"378",378,"hoakdo01","Don Hoak","Veterans",1263,4322,598,1144,214,44,89,498,64,47,523,530,NA,22,45,33,122,"PIT","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.342,797,0.396,0,0,"3B",21.3,1
"379",379,"hollato01","Todd Hollandsworth","Veterans",1118,3191,451,871,192,22,98,401,75,43,262,701,24,9,14,16,44,"LAN","NL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.327,559,0.439,0,0,"LF",6.5,0
"380",380,"hollida01","Dave Hollins","Veterans",983,3346,578,870,166,17,112,482,47,27,464,687,28,66,5,30,66,"PHI","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.26,0.358,575,0.42,0,0,"3B",17.8,1
"381",381,"hollima01","Matt Holliday","BBWAA",1903,7009,1157,2096,468,32,316,1220,108,37,802,1362,57,124,1,45,220,"SLN","NL",7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.299,0.379,1280,0.51,0,0,"LF",44.5,7
"382",382,"holmeto01","Tommy Holmes","Veterans",1320,4992,698,1507,292,47,88,581,40,NA,480,122,NA,24,69,NA,96,"BSN","NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0.302,0.361,1080,0.432,0,0,"RF",35.5,2
"383",383,"holtbr01","Brock Holt","BBWAA",753,2367,316,621,127,17,25,234,41,15,233,508,3,24,15,22,42,"BOS","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.33,452,0.362,0,0,"2B",8.2,1
"384",384,"hoppjo01","Johnny Hopp","Veterans",1393,4260,698,1262,216,74,46,458,128,NA,464,378,NA,19,61,NA,60,"SLN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.363,926,0.414,0,0,"1B",26.3,1
"385",385,"hornebo01","Bob Horner","Veterans",1020,3777,560,1047,169,8,218,685,14,18,369,512,39,16,1,50,111,"ATL","NL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.34,652,0.499,0,0,"3B",21.8,1
"386",386,"hortowi01","Willie Horton","Veterans",2028,7298,873,1993,284,40,325,1163,20,38,620,1313,95,58,17,59,195,"DET","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.332,1344,0.457,0,0,"LF",26.5,4
"387",387,"hosmeer01","Eric Hosmer","BBWAA",1658,6255,805,1731,319,20,196,879,76,30,556,1210,53,23,3,40,162,"KCA","AL",1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.336,1196,0.428,0,0,"1B",19.1,1
